Time,County,Sales,Type
2019-03,La Plata,,Medical
2019-03,La Plata,2291152.0,Recreational
2019-03,Lake,,Recreational
2019-03,Larimer,846068.0,Medical
2019-03,Larimer,6934865.0,Recreational
2019-03,Las Animas,39741.0,Medical
2019-03,Las Animas,4235173.0,Recreational
2019-03,Mesa,,Medical
2019-03,Mesa,1798281.0,Recreational
2019-03,Moffat,,Medical
2019-03,Moffat,634643.0,Recreational
2019-03,Montezuma,44973.0,Medical
2019-03,Montezuma,1891600.0,Recreational
2019-03,Montrose,,Medical
2019-03,Morgan,,Medical
2019-03,Morgan,,Recreational
2019-03,Otero,,Medical
2019-03,Otero,,Recreational
2019-03,Ouray,686123.0,Recreational
2019-03,Park,,Medical
2019-03,Park,407207.0,Recreational
2019-03,Pitkin,53366.0,Medical
2019-03,Pitkin,1617563.0,Recreational
2019-03,Pueblo,654207.0,Medical
2019-03,Pueblo,6165091.0,Recreational
2019-03,Routt,149654.0,Medical
2019-03,Routt,1248490.0,Recreational
2019-03,Saguache,170926.0,Recreational
2019-03,San Juan,,Recreational
2019-03,San Miguel,,Medical
2019-03,San Miguel,586071.0,Recreational
2019-03,Sedgwick,,Medical
2019-03,Sedgwick,,Recreational
2019-03,Summit,90465.0,Medical
2019-03,Summit,3071178.0,Recreational
2019-03,Weld,324054.0,Medical
2019-03,Weld,2371653.0,Recreational
2019-04,Adams,657538.0,Medical
2019-04,Adams,8088858.0,Recreational
2019-04,Alamosa,,Medical
2019-04,Arapahoe,861301.0,Medical
2019-04,Arapahoe,10818518.0,Recreational
2019-04,Archuleta,607638.0,Recreational
2019-04,Boulder,1167776.0,Medical
2019-04,Boulder,7966512.0,Recreational
2019-04,Chaffee,,Medical
2019-04,Chaffee,407018.0,Recreational
2019-04,Clear Creek,,Medical
2019-04,Clear Creek,541179.0,Recreational
2019-04,Conejos,487509.0,Recreational
2019-04,Costilla,327009.0,Recreational
2019-04,Crowley,,Recreational
2019-04,Denver,12355779.0,Medical
2019-04,Denver,35849262.0,Recreational
2019-04,Eagle,90807.0,Medical
2019-04,Eagle,1293253.0,Recreational
2019-04,El Paso,8471384.0,Medical
2019-04,El Paso,,Recreational
2019-04,Fremont,,Medical
2019-04,Garfield,115501.0,Medical
2019-04,Garfield,1912690.0,Recreational
2019-04,Gilpin,161627.0,Recreational
2019-04,Grand,,Medical
2019-04,Grand,422678.0,Recreational
2019-04,Gunnison,495750.0,Recreational
2019-04,Huerfano,145093.0,Recreational
2019-04,Jefferson,1221673.0,Medical
2019-04,Jefferson,4453056.0,Recreational
2019-04,La Plata,,Medical
2019-04,La Plata,2077106.0,Recreational
2019-04,Lake,,Recreational
2019-04,Larimer,801662.0,Medical
2019-04,Larimer,6857558.0,Recreational
2019-04,Las Animas,34184.0,Medical
2019-04,Las Animas,3987534.0,Recreational
2019-04,Mesa,,Medical
2019-04,Mesa,1719091.0,Recreational
2019-04,Moffat,622107.0,Recreational
2019-04,Montezuma,47348.0,Medical
2019-04,Montezuma,1832405.0,Recreational
2019-04,Montrose,,Medical
2019-04,Morgan,,Medical
2019-04,Morgan,1186345.0,Recreational
2019-04,Otero,,Medical
2019-04,Otero,,Recreational
2019-04,Ouray,625800.0,Recreational
2019-04,Park,,Medical
2019-04,Park,344036.0,Recreational
2019-04,Pitkin,60498.0,Medical
2019-04,Pitkin,829186.0,Recreational
2019-04,Pueblo,719742.0,Medical
2019-04,Pueblo,5827490.0,Recreational
2019-04,Routt,141676.0,Medical
2019-04,Routt,816399.0,Recreational
2019-04,Saguache,201306.0,Recreational
2019-04,San Juan,,Recreational
2019-04,San Miguel,,Medical
2019-04,San Miguel,223250.0,Recreational
2019-04,Sedgwick,,Medical
2019-04,Sedgwick,,Recreational
2019-04,Summit,92687.0,Medical
2019-04,Summit,1682309.0,Recreational
2019-04,Weld,318358.0,Medical
2019-04,Weld,2197597.0,Recreational
2019-05,Adams,688338.0,Medical
2019-05,Adams,8417055.0,Recreational
2019-05,Alamosa,,Medical
2019-05,Arapahoe,866549.0,Medical
2019-05,Arapahoe,11666375.0,Recreational
2019-05,Archuleta,706823.0,Recreational
2019-05,Boulder,1156589.0,Medical
2019-05,Boulder,8711541.0,Recreational
2019-05,Chaffee,,Medical
2019-05,Chaffee,483702.0,Recreational
2019-05,Clear Creek,,Medical
2019-05,Clear Creek,563276.0,Recreational
2019-05,Conejos,,Recreational
2019-05,Costilla,390105.0,Recreational
2019-05,Denver,12805536.0,Medical
2019-05,Denver,36761879.0,Recreational
2019-05,Eagle,86267.0,Medical
2019-05,Eagle,1032881.0,Recreational
2019-05,El Paso,9306251.0,Medical
2019-05,El Paso,,Recreational
2019-05,Fremont,,Medical
2019-05,Garfield,126620.0,Medical
2019-05,Garfield,2112194.0,Recreational
2019-05,Gilpin,262353.0,Recreational
2019-05,Grand,,Medical
2019-05,Grand,396004.0,Recreational
2019-05,Gunnison,536027.0,Recreational
2019-05,Huerfano,243954.0,Recreational
2019-05,Jefferson,1355225.0,Medical
2019-05,Jefferson,4716515.0,Recreational
2019-05,La Plata,,Medical
2019-05,La Plata,2737859.0,Recreational
2019-05,Lake,,Recreational
2019-05,Larimer,800165.0,Medical
2019-05,Larimer,7422167.0,Recreational
2019-05,Las Animas,64389.0,Medical
2019-05,Las Animas,4197971.0,Recreational
2019-05,Mesa,,Medical
2019-05,Mesa,1878469.0,Recreational
2019-05,Moffat,,Medical
2019-05,Moffat,728850.0,Recreational
2019-05,Montezuma,,Medical
2019-05,Montezuma,1762895.0,Recreational
2019-05,Montrose,,Medical
2019-05,Morgan,,Medical
2019-05,Morgan,1279570.0,Recreational
2019-05,Otero,,Medical
2019-05,Otero,,Recreational
2019-05,Ouray,,Recreational
2019-05,Park,,Medical
2019-05,Park,377648.0,Recreational
2019-05,Pitkin,55475.0,Medical
2019-05,Pitkin,576807.0,Recreational
2019-05,Pueblo,777080.0,Medical
2019-05,Pueblo,6412447.0,Recreational
2019-05,Routt,137484.0,Medical
2019-05,Routt,771517.0,Recreational
2019-05,Saguache,256967.0,Recreational
2019-05,San Juan,,Recreational
2019-05,San Miguel,,Medical
2019-05,San Miguel,227610.0,Recreational
2019-05,Sedgwick,,Medical
2019-05,Sedgwick,,Recreational
2019-05,Summit,82717.0,Medical
2019-05,Summit,1356620.0,Recreational
2019-05,Weld,313835.0,Medical
2019-05,Weld,2310239.0,Recreational
2019-06,Adams,698316.0,Medical
2019-06,Adams,8822616.0,Recreational
2019-06,Alamosa,,Medical
2019-06,Arapahoe,787756.0,Medical
2019-06,Arapahoe,12303288.0,Recreational
2019-06,Archuleta,958126.0,Recreational
2019-06,Boulder,1036137.0,Medical
2019-06,Boulder,8880820.0,Recreational
2019-06,Chaffee,,Medical
2019-06,Chaffee,629447.0,Recreational
2019-06,Clear Creek,,Medical
2019-06,Clear Creek,669502.0,Recreational
2019-06,Conejos,,Recreational
2019-06,Costilla,447991.0,Recreational
2019-06,Crowley,,Recreational
2019-06,Denver,12684305.0,Medical
2019-06,Denver,38530815.0,Recreational
2019-06,Eagle,89204.0,Medical
2019-06,Eagle,1317333.0,Recreational
2019-06,El Paso,9578226.0,Medical
2019-06,El Paso,,Recreational
2019-06,Fremont,,Medical
2019-06,Garfield,122326.0,Medical
2019-06,Garfield,2164755.0,Recreational
2019-06,Gilpin,281427.0,Recreational
2019-06,Grand,,Medical
2019-06,Grand,549428.0,Recreational
2019-06,Gunnison,709385.0,Recreational
2019-06,Huerfano,212900.0,Recreational
2019-06,Jefferson,1284543.0,Medical
2019-06,Jefferson,4823369.0,Recreational
2019-06,La Plata,,Medical
2019-06,La Plata,2974674.0,Recreational
2019-06,Lake,277973.0,Recreational
2019-06,Larimer,1336184.0,Medical
2019-06,Larimer,7642805.0,Recreational
2019-06,Las Animas,38607.0,Medical
2019-06,Las Animas,5314210.0,Recreational
2019-06,Mesa,,Medical
2019-06,Mesa,1925607.0,Recreational
2019-06,Moffat,,Medical
2019-06,Moffat,795081.0,Recreational
2019-06,Montezuma,,Medical
2019-06,Montezuma,1901689.0,Recreational
2019-06,Montrose,,Medical
2019-06,Montrose,,Recreational
2019-06,Morgan,,Medical
2019-06,Morgan,1447340.0,Recreational
2019-06,Otero,,Medical
2019-06,Otero,,Recreational
2019-06,Ouray,,Recreational
2019-06,Park,,Medical
2019-06,Park,455450.0,Recreational
2019-06,Pitkin,,Medical
2019-06,Pitkin,996927.0,Recreational
2019-06,Pueblo,677697.0,Medical
2019-06,Pueblo,6887823.0,Recreational
2019-06,Routt,142624.0,Medical
2019-06,Routt,948687.0,Recreational
2019-06,Saguache,286055.0,Recreational
2019-06,San Juan,,Recreational
2019-06,San Miguel,,Medical
2019-06,San Miguel,469822.0,Recreational
2019-06,Sedgwick,,Medical
2019-06,Sedgwick,,Recreational
2019-06,Summit,74340.0,Medical
2019-06,Summit,1736484.0,Recreational
2019-06,Weld,311967.0,Medical
2019-06,Weld,2352064.0,Recreational
2019-07,Adams,713244.0,Medical
2019-07,Adams,9889690.0,Recreational
2019-07,Alamosa,,Medical
2019-07,Arapahoe,861782.0,Medical
2019-07,Arapahoe,13602987.0,Recreational
2019-07,Archuleta,1206281.0,Recreational
2019-07,Boulder,1160910.0,Medical
2019-07,Boulder,10013202.0,Recreational
2019-07,Chaffee,,Medical
2019-07,Chaffee,779946.0,Recreational
2019-07,Clear Creek,,Medical
2019-07,Clear Creek,844933.0,Recreational
2019-07,Conejos,,Recreational
2019-07,Costilla,521095.0,Recreational
2019-07,Denver,13134715.0,Medical
2019-07,Denver,41013102.0,Recreational
2019-07,Eagle,104621.0,Medical
2019-07,Eagle,1713739.0,Recreational
2019-07,El Paso,9792834.0,Medical
2019-07,El Paso,,Recreational
2019-07,Fremont,165281.0,Medical
2019-07,Garfield,110091.0,Medical
2019-07,Garfield,2346451.0,Recreational
2019-07,Gilpin,,Recreational
2019-07,Grand,,Medical
2019-07,Grand,764812.0,Recreational
2019-07,Gunnison,1029159.0,Recreational
2019-07,Huerfano,338563.0,Recreational
2019-07,Jefferson,1405637.0,Medical
2019-07,Jefferson,5198994.0,Recreational
2019-07,La Plata,,Medical
2019-07,La Plata,2844294.0,Recreational
2019-07,Lake,368841.0,Recreational
2019-07,Larimer,788774.0,Medical
2019-07,Larimer,8367530.0,Recreational
2019-07,Las Animas,39874.0,Medical
2019-07,Las Animas,5983076.0,Recreational
2019-07,Mesa,,Medical
2019-07,Mesa,1986339.0,Recreational
2019-07,Moffat,,Medical
2019-07,Moffat,845115.0,Recreational
2019-07,Montezuma,39297.0,Medical
2019-07,Montezuma,2268925.0,Recreational
2019-07,Montrose,,Medical
2019-07,Montrose,,Recreational
2019-07,Morgan,,Medical
2019-07,Morgan,1661346.0,Recreational
2019-07,Otero,,Medical
2019-07,Otero,,Recreational
2019-07,Ouray,915949.0,Recreational
2019-07,Park,,Medical
2019-07,Park,545077.0,Recreational
2019-07,Pitkin,,Medical
2019-07,Pitkin,1424271.0,Recreational
2019-07,Pueblo,887221.0,Medical
2019-07,Pueblo,7718630.0,Recreational
2019-07,Routt,138343.0,Medical
2019-07,Routt,1172448.0,Recreational
2019-07,Saguache,338997.0,Recreational
2019-07,San Juan,,Recreational
2019-07,San Miguel,,Medical
2019-07,San Miguel,598904.0,Recreational
2019-07,Sedgwick,,Medical
2019-07,Sedgwick,,Recreational
2019-07,Summit,,Medical
2019-07,Summit,2321296.0,Recreational
2019-07,Weld,315974.0,Medical
2019-07,Weld,2253999.0,Recreational
2019-08,Adams,826903.0,Medical
2019-08,Adams,10611452.0,Recreational
2019-08,Alamosa,,Medical
2019-08,Arapahoe,940341.0,Medical
2019-08,Arapahoe,14224608.0,Recreational
2019-08,Archuleta,1146192.0,Recreational
2019-08,Boulder,1198666.0,Medical
2019-08,Boulder,10131205.0,Recreational
2019-08,Chaffee,,Medical
2019-08,Chaffee,746184.0,Recreational
2019-08,Clear Creek,,Medical
2019-08,Clear Creek,838619.0,Recreational
2019-08,Conejos,,Recreational
2019-08,Costilla,533246.0,Recreational
2019-08,Crowley,,Recreational
2019-08,Delta,,Medical
2019-08,Denver,13211048.0,Medical
2019-08,Denver,43018205.0,Recreational
2019-08,Eagle,110662.0,Medical
2019-08,Eagle,1704479.0,Recreational
2019-08,El Paso,10095380.0,Medical
2019-08,El Paso,,Recreational
2019-08,Fremont,,Medical
2019-08,Garfield,106647.0,Medical
2019-08,Garfield,2482081.0,Recreational
2019-08,Gilpin,257280.0,Recreational
2019-08,Grand,,Medical
2019-08,Grand,706335.0,Recreational
2019-08,Gunnison,999651.0,Recreational
2019-08,Huerfano,335825.0,Recreational
2019-08,Jefferson,1538794.0,Medical
2019-08,Jefferson,5509978.0,Recreational
2019-08,La Plata,,Medical
2019-08,La Plata,2952663.0,Recreational
2019-08,Lake,,Recreational
2019-08,Larimer,830557.0,Medical
2019-08,Larimer,8922915.0,Recreational
2019-08,Las Animas,55576.0,Medical
2019-08,Las Animas,6596831.0,Recreational
2019-08,Mesa,,Medical
2019-08,Mesa,2099263.0,Recreational
2019-08,Moffat,,Medical
2019-08,Moffat,954918.0,Recreational
2019-08,Montezuma,,Medical
2019-08,Montezuma,2379204.0,Recreational
2019-08,Montrose,,Medical
2019-08,Montrose,,Recreational
2019-08,Morgan,,Medical
2019-08,Morgan,1952180.0,Recreational
2019-08,Otero,,Medical
2019-08,Otero,,Recreational
2019-08,Ouray,974730.0,Recreational
2019-08,Park,,Medical
2019-08,Park,515847.0,Recreational
2019-08,Pitkin,,Medical
2019-08,Pitkin,1444148.0,Recreational
2019-08,Pueblo,908369.0,Medical
2019-08,Pueblo,8022564.0,Recreational
2019-08,Routt,152079.0,Medical
2019-08,Routt,1180583.0,Recreational
2019-08,Saguache,371636.0,Recreational
2019-08,San Juan,121885.0,Recreational
2019-08,San Miguel,,Medical
2019-08,San Miguel,533833.0,Recreational
2019-08,Sedgwick,,Medical
2019-08,Sedgwick,,Recreational
2019-08,Summit,75201.0,Medical
2019-08,Summit,2185290.0,Recreational
2019-08,Weld,351554.0,Medical
2019-08,Weld,2481294.0,Recreational
2019-09,Adams,731170.0,Medical
2019-09,Adams,9752924.0,Recreational
2019-09,Alamosa,,Medical
2019-09,Arapahoe,866332.0,Medical
2019-09,Arapahoe,12830887.0,Recreational
2019-09,Archuleta,1014873.0,Recreational
2019-09,Boulder,1165078.0,Medical
2019-09,Boulder,9284700.0,Recreational
2019-09,Chaffee,,Medical
2019-09,Chaffee,,Recreational
2019-09,Clear Creek,11791.0,Medical
2019-09,Clear Creek,718321.0,Recreational
2019-09,Conejos,,Recreational
2019-09,Costilla,481640.0,Recreational
2019-09,Crowley,,Recreational
2019-09,Delta,,Medical
2019-09,Denver,12356485.0,Medical
2019-09,Denver,37916128.0,Recreational
2019-09,Eagle,96109.0,Medical
2019-09,Eagle,1393391.0,Recreational
2019-09,El Paso,8842307.0,Medical
2019-09,El Paso,,Recreational
2019-09,Fremont,168380.0,Medical
2019-09,Garfield,105595.0,Medical
2019-09,Garfield,2248930.0,Recreational
2019-09,Gilpin,237204.0,Recreational
2019-09,Grand,,Medical
2019-09,Grand,615627.0,Recreational
2019-09,Gunnison,856666.0,Recreational
2019-09,Huerfano,296572.0,Recreational
2019-09,Jefferson,1314993.0,Medical
2019-09,Jefferson,4895351.0,Recreational
2019-09,La Plata,,Medical
2019-09,La Plata,2703739.0,Recreational
2019-09,Lake,339220.0,Recreational
2019-09,Larimer,797466.0,Medical
2019-09,Larimer,8330812.0,Recreational
2019-09,Las Animas,26096.0,Medical
2019-09,Las Animas,5283914.0,Recreational
2019-09,Mesa,,Medical
2019-09,Mesa,2096230.0,Recreational
2019-09,Moffat,,Medical
2019-09,Moffat,941147.0,Recreational
2019-09,Montezuma,,Medical
2019-09,Montezuma,2236163.0,Recreational
2019-09,Montrose,,Medical
2019-09,Montrose,,Recreational
2019-09,Morgan,,Medical
2019-09,Morgan,1814560.0,Recreational
2019-09,Otero,,Medical
2019-09,Otero,,Recreational
2019-09,Ouray,969806.0,Recreational
2019-09,Park,,Medical
2019-09,Park,490736.0,Recreational
2019-09,Pitkin,,Medical
2019-09,Pitkin,1080615.0,Recreational
2019-09,Pueblo,833119.0,Medical
2019-09,Pueblo,7075867.0,Recreational
2019-09,Routt,153657.0,Medical
2019-09,Routt,1137506.0,Recreational
2019-09,Saguache,328977.0,Recreational
2019-09,San Juan,,Recreational
2019-09,San Miguel,,Medical
2019-09,San Miguel,497397.0,Recreational
2019-09,Sedgwick,,Medical
2019-09,Sedgwick,,Recreational
2019-09,Summit,78799.0,Medical
2019-09,Summit,1766747.0,Recreational
2019-09,Weld,319547.0,Medical
2019-09,Weld,2488389.0,Recreational
2019-10,Adams,683146.0,Medical
2019-10,Adams,9755113.0,Recreational
2019-10,Alamosa,,Medical
2019-10,Arapahoe,932864.0,Medical
2019-10,Arapahoe,12818898.0,Recreational
2019-10,Archuleta,846030.0,Recreational
2019-10,Bent,,Recreational
2019-10,Boulder,1228765.0,Medical
2019-10,Boulder,8610513.0,Recreational
2019-10,Chaffee,,Medical
2019-10,Chaffee,,Recreational
2019-10,Clear Creek,,Medical
2019-10,Clear Creek,616200.0,Recreational
2019-10,Conejos,,Recreational
2019-10,Costilla,417345.0,Recreational
2019-10,Crowley,,Recreational
2019-10,Delta,,Medical
2019-10,Denver,12745449.0,Medical
2019-10,Denver,36658663.0,Recreational
2019-10,Eagle,97072.0,Medical
2019-10,Eagle,1207886.0,Recreational
2019-10,El Paso,9021347.0,Medical
2019-10,El Paso,,Recreational
2019-10,Fremont,,Medical
2019-10,Garfield,110987.0,Medical
2019-10,Garfield,2092588.0,Recreational
2019-10,Gilpin,289843.0,Recreational
2019-10,Grand,,Medical
2019-10,Grand,465374.0,Recreational
2019-10,Gunnison,681223.0,Recreational
2019-10,Huerfano,246923.0,Recreational
2019-10,Jefferson,1324490.0,Medical
2019-10,Jefferson,4884640.0,Recreational
2019-10,La Plata,,Medical
2019-10,La Plata,2602002.0,Recreational
2019-10,Lake,,Recreational
2019-10,Larimer,832007.0,Medical
2019-10,Larimer,8323162.0,Recreational
2019-10,Las Animas,24047.0,Medical
2019-10,Las Animas,4732006.0,Recreational
2019-10,Mesa,,Medical
2019-10,Mesa,2016637.0,Recreational
2019-10,Moffat,,Medical
2019-10,Moffat,938222.0,Recreational
2019-10,Montezuma,,Medical
2019-10,Montezuma,2193331.0,Recreational
2019-10,Montrose,,Medical
2019-10,Montrose,,Recreational
2019-10,Morgan,,Medical
2019-10,Morgan,1703510.0,Recreational
2019-10,Otero,,Medical
2019-10,Otero,,Recreational
2019-10,Ouray,832739.0,Recreational
2019-10,Park,,Medical
2019-10,Park,417780.0,Recreational
2019-10,Pitkin,,Medical
2019-10,Pitkin,781376.0,Recreational
2019-10,Pueblo,827745.0,Medical
2019-10,Pueblo,6766568.0,Recreational
2019-10,Routt,159723.0,Medical
2019-10,Routt,970928.0,Recreational
2019-10,Saguache,297666.0,Recreational
2019-10,San Juan,,Recreational
2019-10,San Miguel,,Medical
2019-10,San Miguel,291816.0,Recreational
2019-10,Sedgwick,,Medical
2019-10,Sedgwick,,Recreational
2019-10,Summit,73581.0,Medical
2019-10,Summit,1501163.0,Recreational
2019-10,Weld,318300.0,Medical
2019-10,Weld,2509429.0,Recreational
2019-11,Adams,685651.0,Medical
2019-11,Adams,9451567.0,Recreational
2019-11,Alamosa,,Medical
2019-11,Arapahoe,811741.0,Medical
2019-11,Arapahoe,12396622.0,Recreational
2019-11,Archuleta,699377.0,Recreational
2019-11,Bent,,Recreational
2019-11,Boulder,1357101.0,Medical
2019-11,Boulder,8483233.0,Recreational
2019-11,Chaffee,,Medical
2019-11,Chaffee,,Recreational
2019-11,Clear Creek,,Medical
2019-11,Clear Creek,535899.0,Recreational
2019-11,Conejos,,Recreational
2019-11,Costilla,337001.0,Recreational
2019-11,Crowley,,Recreational
2019-11,Delta,,Medical
2019-11,Denver,11411092.0,Medical
2019-11,Denver,34648813.0,Recreational
2019-11,Eagle,98948.0,Medical
2019-11,Eagle,1180699.0,Recreational
2019-11,El Paso,7950598.0,Medical
2019-11,El Paso,,Recreational
2019-11,Fremont,,Medical
2019-11,Garfield,110705.0,Medical
2019-11,Garfield,1860390.0,Recreational
2019-11,Gilpin,250692.0,Recreational
2019-11,Grand,,Medical
2019-11,Grand,444042.0,Recreational
2019-11,Gunnison,535869.0,Recreational
2019-11,Huerfano,182778.0,Recreational
2019-11,Jefferson,1353642.0,Medical
2019-11,Jefferson,4515281.0,Recreational
2019-11,La Plata,,Medical
2019-11,La Plata,2259703.0,Recreational
2019-11,Lake,224151.0,Recreational
2019-11,Larimer,782261.0,Medical
2019-11,Larimer,8013976.0,Recreational
2019-11,Las Animas,27877.0,Medical
2019-11,Las Animas,4384901.0,Recreational
2019-11,Mesa,,Medical
2019-11,Mesa,1954432.0,Recreational
2019-11,Moffat,,Medical
2019-11,Moffat,927151.0,Recreational
2019-11,Montezuma,,Medical
2019-11,Montezuma,1918432.0,Recreational
2019-11,Montrose,,Medical
2019-11,Montrose,,Recreational
2019-11,Morgan,,Medical
2019-11,Morgan,1614277.0,Recreational
2019-11,Otero,,Medical
2019-11,Otero,,Recreational
2019-11,Ouray,,Recreational
2019-11,Park,,Medical
2019-11,Park,375600.0,Recreational
2019-11,Pitkin,,Medical
2019-11,Pitkin,616732.0,Recreational
2019-11,Pueblo,775300.0,Medical
2019-11,Pueblo,6525541.0,Recreational
2019-11,Routt,155209.0,Medical
2019-11,Routt,850163.0,Recreational
2019-11,Saguache,250049.0,Recreational
2019-11,San Juan,,Recreational
2019-11,San Miguel,,Medical
2019-11,San Miguel,200951.0,Recreational
2019-11,Sedgwick,,Medical
2019-11,Sedgwick,,Recreational
2019-11,Summit,62495.0,Medical
2019-11,Summit,1635742.0,Recreational
2019-11,Weld,314633.0,Medical
2019-11,Weld,2452994.0,Recreational
2019-12,Adams,708001.0,Medical
2019-12,Adams,9632162.0,Recreational
2019-12,Alamosa,,Medical
2019-12,Arapahoe,875889.0,Medical
2019-12,Arapahoe,12359535.0,Recreational
2019-12,Archuleta,893754.0,Recreational
2019-12,Bent,,Recreational
2019-12,Boulder,1214853.0,Medical
2019-12,Boulder,8622927.0,Recreational
2019-12,Chaffee,,Medical
2019-12,Chaffee,,Recreational
2019-12,Clear Creek,,Medical
2019-12,Clear Creek,662522.0,Recreational
2019-12,Conejos,,Recreational
2019-12,Costilla,350369.0,Recreational
2019-12,Crowley,,Recreational
2019-12,Delta,,Medical
2019-12,Denver,11636868.0,Medical
2019-12,Denver,33246095.0,Recreational
2019-12,Eagle,107825.0,Medical
2019-12,Eagle,1847271.0,Recreational
2019-12,El Paso,8251711.0,Medical
2019-12,El Paso,,Recreational
2019-12,Fremont,,Medical
2019-12,Garfield,113011.0,Medical
2019-12,Garfield,1883752.0,Recreational
2019-12,Gilpin,238682.0,Recreational
2019-12,Grand,,Medical
2019-12,Grand,655035.0,Recreational
2019-12,Gunnison,659584.0,Recreational
2019-12,Huerfano,170840.0,Recreational
2019-12,Jefferson,1443914.0,Medical
2019-12,Jefferson,4707227.0,Recreational
2019-12,La Plata,,Medical
2019-12,La Plata,2490195.0,Recreational
2019-12,Lake,241905.0,Recreational
2019-12,Larimer,805873.0,Medical
2019-12,Larimer,8164102.0,Recreational
2019-12,Las Animas,27183.0,Medical
2019-12,Las Animas,4024747.0,Recreational
2019-12,Mesa,,Medical
2019-12,Mesa,1896560.0,Recreational
2019-12,Moffat,,Medical
2019-12,Moffat,853209.0,Recreational
2019-12,Montezuma,,Medical
2019-12,Montezuma,1793908.0,Recreational
2019-12,Montrose,,Medical
2019-12,Montrose,,Recreational
2019-12,Morgan,,Medical
2019-12,Morgan,1452645.0,Recreational
2019-12,Otero,,Medical
2019-12,Otero,,Recreational
2019-12,Ouray,730178.0,Recreational
2019-12,Park,,Medical
2019-12,Park,405939.0,Recreational
2019-12,Pitkin,,Medical
2019-12,Pitkin,1305423.0,Recreational
2019-12,Pueblo,754498.0,Medical
2019-12,Pueblo,6312066.0,Recreational
2019-12,Routt,153737.0,Medical
2019-12,Routt,1112789.0,Recreational
2019-12,Saguache,246391.0,Recreational
2019-12,San Juan,13232.0,Recreational
2019-12,San Miguel,,Medical
2019-12,San Miguel,444533.0,Recreational
2019-12,Sedgwick,,Medical
2019-12,Sedgwick,,Recreational
2019-12,Summit,,Medical
2019-12,Summit,2476854.0,Recreational
2019-12,Weld,314840.0,Medical
2019-12,Weld,2448689.0,Recreational
2020-01,Adams,633417.0,Medical
2020-01,Adams,9161056.0,Recreational
2020-01,Alamosa,,Medical
2020-01,Arapahoe,797863.0,Medical
2020-01,Arapahoe,11255656.0,Recreational
2020-01,Archuleta,842953.0,Recreational
2020-01,Bent,,Recreational
2020-01,Boulder,1129603.0,Medical
2020-01,Boulder,8048704.0,Recreational
2020-01,Chaffee,,Medical
2020-01,Chaffee,502604.0,Recreational
2020-01,Clear Creek,,Medical
2020-01,Clear Creek,688968.0,Recreational
2020-01,Conejos,,Recreational
2020-01,Costilla,334578.0,Recreational
2020-01,Crowley,,Recreational
2020-01,Delta,,Medical
2020-01,Denver,11883569.0,Medical
2020-01,Denver,32725429.0,Recreational
2020-01,Eagle,112180.0,Medical
2020-01,Eagle,1964595.0,Recreational
2020-01,El Paso,8559888.0,Medical
2020-01,El Paso,,Recreational
2020-01,Fremont,,Medical
2020-01,Garfield,99505.0,Medical
2020-01,Garfield,1779794.0,Recreational
2020-01,Gilpin,240660.0,Recreational
2020-01,Grand,,Medical
2020-01,Grand,626116.0,Recreational
2020-01,Gunnison,641199.0,Recreational
2020-01,Huerfano,162039.0,Recreational
2020-01,Jefferson,1396220.0,Medical
2020-01,Jefferson,4389257.0,Recreational
2020-01,La Plata,,Medical
2020-01,La Plata,2345450.0,Recreational
2020-01,Lake,,Recreational
2020-01,Larimer,748079.0,Medical
2020-01,Larimer,7671046.0,Recreational
2020-01,Las Animas,26742.0,Medical
2020-01,Las Animas,3806589.0,Recreational
2020-01,Mesa,,Medical
2020-01,Mesa,1395679.0,Recreational
2020-01,Moffat,,Medical
2020-01,Moffat,,Recreational
2020-01,Montezuma,,Medical
2020-01,Montezuma,1741219.0,Recreational
2020-01,Montrose,,Medical
2020-01,Montrose,,Recreational
2020-01,Morgan,,Medical
2020-01,Morgan,1501900.0,Recreational
2020-01,Otero,,Medical
2020-01,Otero,,Recreational
2020-01,Ouray,696495.0,Recreational
2020-01,Park,,Medical
2020-01,Park,388731.0,Recreational
2020-01,Pitkin,,Medical
2020-01,Pitkin,1501527.0,Recreational
2020-01,Pueblo,764450.0,Medical
2020-01,Pueblo,6107269.0,Recreational
2020-01,Routt,153814.0,Medical
2020-01,Routt,1362765.0,Recreational
2020-01,Saguache,254895.0,Recreational
2020-01,San Juan,,Recreational
2020-01,San Miguel,,Medical
2020-01,San Miguel,546613.0,Recreational
2020-01,Sedgwick,,Medical
2020-01,Sedgwick,,Recreational
2020-01,Summit,,Medical
2020-01,Summit,2873525.0,Recreational
2020-01,Weld,288641.0,Medical
2020-01,Weld,2326213.0,Recreational
2020-02,Adams,583318.0,Medical
2020-02,Adams,9143186.0,Recreational
2020-02,Alamosa,,Medical
2020-02,Arapahoe,781926.0,Medical
2020-02,Arapahoe,11501463.0,Recreational
2020-02,Archuleta,806623.0,Recreational
2020-02,Bent,,Recreational
2020-02,Boulder,1075738.0,Medical
2020-02,Boulder,7920664.0,Recreational
2020-02,Chaffee,,Medical
2020-02,Chaffee,449651.0,Recreational
2020-02,Clear Creek,,Medical
2020-02,Clear Creek,648544.0,Recreational
2020-02,Conejos,,Recreational
2020-02,Costilla,348795.0,Recreational
2020-02,Crowley,,Recreational
2020-02,Delta,,Medical
2020-02,Denver,11607347.0,Medical
2020-02,Denver,32649234.0,Recreational
